timestamp,datetime,memory_percent,memory_available_gb,memory_used_gb,cpu_percent,disk_usage_percent,process_memory_mb,process_cpu_percent
1752046201.2768688,2025-07-09T03:30:01.276869,5.8,118.23601150512695,5.919567108154297,31.9,4.6,1130.4296875,1870.3
1752046231.4070153,2025-07-09T03:30:31.407015,5.8,118.24574279785156,5.907772064208984,36.5,4.6,1136.1796875,1857.2
1752046261.5407984,2025-07-09T03:31:01.540798,5.8,118.2658805847168,5.889732360839844,95.9,4.6,1140.328125,1842.8
1752046291.6724231,2025-07-09T03:31:31.672423,5.7,118.30215072631836,5.8534698486328125,77.2,4.6,1141.078125,1801.6
1752046321.8026757,2025-07-09T03:32:01.802676,5.7,118.29559326171875,5.860023498535156,92.5,4.6,1141.046875,1889.3
1752046351.9347818,2025-07-09T03:32:31.934782,5.7,118.30010986328125,5.855445861816406,94.7,4.6,1143.97265625,1887.6
1752046382.0646775,2025-07-09T03:33:02.064677,5.7,118.29974365234375,5.855846405029297,95.0,4.6,1154.75,1815.1
1752046412.1955411,2025-07-09T03:33:32.195541,5.8,118.28136825561523,5.874244689941406,99.1,4.6,1148.71484375,1810.7
1752046442.327668,2025-07-09T03:34:02.327668,5.8,118.22123336791992,5.919712066650391,92.5,4.6,1156.07421875,1908.8
1752046472.4584465,2025-07-09T03:34:32.458447,5.8,118.21124267578125,5.9023895263671875,93.8,4.6,1156.79296875,1873.1
1752046502.5887303,2025-07-09T03:35:02.588730,5.8,118.18723678588867,5.926204681396484,92.5,4.6,1160.07421875,1800.0
1752046532.719133,2025-07-09T03:35:32.719133,5.8,118.2346076965332,5.925407409667969,97.2,4.6,1163.91015625,1840.7
1752046562.8497186,2025-07-09T03:36:02.849719,5.8,118.22415924072266,5.935829162597656,92.5,4.6,1167.8125,1925.7
1752046592.9803813,2025-07-09T03:36:32.980381,5.8,118.24406051635742,5.939014434814453,91.3,4.6,1165.52734375,1837.8
1752046623.1125436,2025-07-09T03:37:03.112544,5.8,118.22182846069336,5.961269378662109,91.5,4.6,1163.16796875,1874.4
1752046653.243827,2025-07-09T03:37:33.243827,5.8,118.21090698242188,5.9721832275390625,94.1,4.6,1177.6953125,1847.4
1752046683.3754532,2025-07-09T03:38:03.375453,5.8,118.21864318847656,5.964591979980469,93.3,4.6,1178.609375,1871.8
1752046713.5107946,2025-07-09T03:38:33.510795,5.8,118.21472930908203,5.968486785888672,69.3,4.6,1180.9609375,1884.9
1752046743.642867,2025-07-09T03:39:03.642867,5.8,118.20235061645508,5.980857849121094,88.8,4.6,1176.828125,1889.4
1752046773.7728562,2025-07-09T03:39:33.772856,5.8,118.20335006713867,5.97967529296875,93.7,4.6,1182.0625,1895.7
1752046803.907605,2025-07-09T03:40:03.907605,5.8,118.23338317871094,5.945404052734375,90.7,4.6,1187.9375,1843.8
1752046834.037837,2025-07-09T03:40:34.037837,5.9,118.14906692504883,6.029857635498047,92.8,4.6,1190.765625,1874.8
